model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,rating,year,brand_Google,brand_Infinix,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Vivo,brand_Xiaomi,os_iOS,processor_Dimensity 9300,processor_Exynos 2400,processor_Helio G99,processor_Snapdragon 6 Gen 1,processor_Snapdragon 7+ Gen 2,processor_Snapdragon 8 Gen 3,processor_Tensor G4,release_month_August,release_month_December,release_month_February,release_month_January,release_month_July,release_month_June,release_month_March,release_month_May,release_month_November,release_month_October,release_month_September
GT 20 Pro,650,12,64,12,5500,6.2,44,0,4.2,2025,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pixel 8,1340,6,64,200,4500,6.0,44,0,4.1,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Galaxy M55,540,4,128,108,5500,5.7,120,0,4.0,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Zero 30,513,16,256,64,4500,6.9,18,0,4.8,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Pixel 9,968,8,256,48,4500,5.7,33,0,4.3,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 16 Pro,661,4,256,200,4000,6.5,120,1,4.5,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Reno 12,289,6,1024,12,6000,5.8,100,0,4.4,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Y100A,1159,4,128,48,4000,7.1,44,0,4.0,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11 Pro+,502,4,512,108,5500,6.4,100,1,3.8,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OnePlus 13,137,6,64,48,4500,5.8,33,0,3.7,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 16 Pro Max,545,4,256,64,5000,5.7,44,1,3.8,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 16 Pro,1460,12,64,200,6000,5.6,120,1,4.4,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 9 Pro,491,12,128,64,5500,6.0,100,1,3.8,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Zero 30,551,6,256,50,4500,5.6,33,1,4.2,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
V30,416,16,128,48,5500,6.1,120,0,4.2,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Pixel 9,383,12,512,50,4500,6.4,18,0,5.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Find X7,1462,16,1024,200,5500,6.3,120,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy S24,718,6,256,200,4000,5.5,100,0,3.7,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
V29e,371,6,64,200,5500,5.7,100,1,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A98,1426,6,256,64,5000,6.6,44,1,4.3,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
iPhone 14,336,6,64,200,5000,5.6,33,0,3.6,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Galaxy M55,626,12,64,50,6000,6.6,33,0,4.3,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy M55,987,6,64,108,4000,6.3,18,1,4.7,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Y100A,642,12,128,108,5000,6.0,120,1,3.5,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Find X7,785,6,64,50,5000,6.7,18,0,4.1,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
GT 7 Pro,1251,8,128,200,4000,6.7,18,0,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
V30,611,4,64,12,5000,6.1,44,1,3.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Pixel 9 Pro,684,4,256,64,5000,7.2,33,0,4.2,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
V30,546,6,64,50,4000,6.6,120,0,4.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
V29e,166,16,128,12,5500,5.9,100,0,3.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C65,723,12,128,200,4500,6.7,100,0,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Find X7,711,16,1024,200,4500,6.6,120,1,4.8,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy M55,837,6,1024,48,4000,6.7,18,0,4.0,2025,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Redmi Note 14 Pro,1295,12,64,50,4500,5.8,120,1,4.5,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
iPhone 16 Pro Max,1138,4,128,200,5000,6.2,65,1,3.5,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 9,1129,6,512,64,4500,6.0,33,0,4.4,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Mi 13 Ultra,1451,4,512,64,4000,7.2,65,0,4.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
V30,1483,4,512,64,4000,6.6,120,0,3.5,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
X100 Pro,981,6,256,50,4500,5.8,33,0,3.8,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
iPhone 16 Pro,1466,12,256,108,4000,6.1,33,1,4.4,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Poco X6 Pro,577,8,1024,108,5500,6.3,100,0,3.6,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Nord CE 4 Lite,1386,8,1024,108,6000,7.1,65,1,4.8,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Note 40 Pro,1435,4,512,50,5000,6.2,100,0,4.4,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Reno 11,884,8,128,50,5500,5.9,18,0,4.9,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Y100A,664,6,64,12,5500,5.6,18,1,3.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Y100A,654,4,512,12,6000,7.0,120,0,4.3,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Poco X6 Pro,899,4,1024,64,4500,5.9,18,1,4.2,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Smart 8,639,12,128,12,4000,5.5,18,1,4.9,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Narzo 70,779,4,64,48,5000,6.9,33,1,4.5,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OnePlus 13R,1365,6,128,50,5500,6.7,65,0,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Pixel Fold 2,313,8,128,48,6000,5.5,65,0,4.8,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mi 13 Ultra,193,16,64,48,5500,6.6,65,1,3.8,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mi 14,1094,8,256,50,4000,6.0,65,0,4.1,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Hot 40,1464,4,512,48,4000,6.9,18,1,4.0,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GT 20 Pro,1223,8,256,48,5500,6.8,65,0,4.1,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
X100 Pro,1048,6,256,48,4500,7.0,120,0,4.3,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Y200,1417,4,512,12,6000,6.4,44,1,4.8,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel Fold 2,419,16,512,12,6000,6.3,100,0,3.6,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Y100A,498,4,64,50,6000,6.5,18,1,4.8,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Smart 8,852,16,64,64,5500,6.9,100,0,3.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nord 4,901,6,64,48,4000,5.7,120,0,4.2,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Redmi Note 14 Pro,927,8,128,64,6000,6.8,33,1,3.7,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mi 14,521,4,128,200,5500,5.5,33,1,4.7,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy Z Fold6,900,12,128,200,5000,7.2,18,1,3.7,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
